default_profile,default_profile_image,favorites_count,followers_count,friends_count,geo_enabled,id,lang,location,statuses_count,verified,average_tweets_per_day,account_age_days,account_type
FALSE,FALSE,3619,1448664,207,TRUE,2406546896,en,jakarta selatan,64265,TRUE,27.452,2341,bot
FALSE,FALSE,4541,95724,2184,TRUE,14745059,en,"Oklahoma City, Oklahoma",167721,TRUE,37.429,4481,human
FALSE,FALSE,45019,94,219,FALSE,189857251,es,Zona sur,4862,FALSE,1.34,3628,human
FALSE,FALSE,97945,2508,2236,TRUE,1894579686,en,"BTS, ATEEZ & DNP ",66789,FALSE,26.483,2522,human
TRUE,FALSE,942,143,317,TRUE,135593450,en,unknown,2289,FALSE,0.607,3772,human
FALSE,FALSE,25876,8719,883,TRUE,262471147,en,"Nashville, TN",19955,TRUE,5.781,3452,human
FALSE,FALSE,26632,1505,797,TRUE,135069164,ja,フォーサイ島,266175,FALSE,70.529,3774,bot
TRUE,FALSE,1020,4,8,FALSE,523566588,,unknown,1223,FALSE,0.397,3080,bot
FALSE,FALSE,4777,2995726,9461,TRUE,29949435,it,"ÜT: -26.065987,27.948693",68161,TRUE,16.424,4150,human
TRUE,FALSE,147443,673,1028,FALSE,2201288194,en,unknown,80824,FALSE,32.936,2454,human
FALSE,FALSE,3178,342,488,TRUE,40697346,,unknown,16118,FALSE,3.921,4111,human
TRUE,FALSE,356,18,80,TRUE,1451818506,it,"Grand Prairie, TX",610,FALSE,0.231,2644,bot
FALSE,FALSE,13961,188,177,TRUE,110427659,en,"Kentucky, USA",8701,FALSE,2.259,3851,human
FALSE,FALSE,4248,984,962,TRUE,244121101,en,"Cambridge, MA",8554,FALSE,2.451,3490,human
FALSE,FALSE,1855,11,0,FALSE,131923490,,unknown,2736,FALSE,0.723,3782,bot
TRUE,TRUE,41,3,0,FALSE,2292514352,,unknown,56,FALSE,0.023,2408,bot
FALSE,FALSE,10889,275,351,TRUE,36765234,en,Rio de Janeiro,31773,FALSE,7.697,4128,human
TRUE,FALSE,2972,1641,1494,TRUE,3989896755,en,"West Sussex, England",6407,FALSE,3.628,1766,bot
FALSE,FALSE,142,239,190,FALSE,88931893,,"Austin, TX | Youngstown, OH",3765,FALSE,0.957,3934,human
FALSE,FALSE,223040,6682,6065,TRUE,14483001,en,Athens Greece,147383,FALSE,32.745,4501,bot
TRUE,FALSE,4196,811,182,FALSE,613744186,en,unknown,4390,FALSE,1.473,2981,human
TRUE,FALSE,966,42,70,FALSE,142671419,,Dallas Tx,332,FALSE,0.088,3752,human
TRUE,FALSE,251,379,1796,FALSE,264306244,,"Houston, TX",8054,FALSE,2.336,3448,human
FALSE,FALSE,2359,14,0,FALSE,631045703,,unknown,3348,FALSE,1.13,2962,bot
TRUE,FALSE,93,0,0,FALSE,8.77E+17,ar,unknown,634,FALSE,0.549,1155,bot
FALSE,FALSE,12888,46992,45321,TRUE,29425243,,Los Angeles,2705,TRUE,0.652,4151,human
TRUE,FALSE,76,27,0,FALSE,574422621,en,unknown,204,FALSE,0.067,3025,human
FALSE,FALSE,40,148001,130756,FALSE,222363231,en,São Paulo,262546,FALSE,74.019,3547,bot
TRUE,FALSE,47289,2834,1292,TRUE,1120468584,en,"Ohio, USA",16245,FALSE,5.882,2762,human
TRUE,FALSE,150,29,290,FALSE,20512377,en,Europe,174,FALSE,0.041,4207,human
FALSE,FALSE,1735,4620,1889,TRUE,20774528,en,Liverpool,6992,FALSE,1.663,4204,human
FALSE,FALSE,288,95,180,FALSE,946667149,nl,"Buford, GA",249,FALSE,0.088,2835,human
FALSE,FALSE,1168,10635282,308,FALSE,57998991,en,unknown,26940,TRUE,6.653,4049,human
TRUE,FALSE,38534,756,2287,TRUE,118029983,en,"Indianapolis, IN",52093,FALSE,13.619,3825,human
TRUE,FALSE,6250,1073006,79,FALSE,1433730727,en,Islamabad,4294,TRUE,1.62,2651,human
TRUE,FALSE,280,43,214,TRUE,38862506,en,France,531,FALSE,0.129,4119,human
FALSE,FALSE,1790,455825,111,TRUE,335609523,ar,unknown,52851,TRUE,15.905,3323,human
FALSE,FALSE,0,101793,285,TRUE,323026612,tl,unknown,1844,TRUE,0.551,3344,human
FALSE,FALSE,1002,340414,1329,FALSE,249364151,,unknown,176987,TRUE,50.873,3479,human
TRUE,FALSE,16,23,1744,FALSE,185401016,,unknown,102,FALSE,0.028,3640,human
FALSE,FALSE,2,107856,91620,FALSE,569704121,en,unknown,392544,FALSE,129.552,3030,bot
FALSE,FALSE,129162,1564,2473,TRUE,221839043,en,By the Palm trees ,166813,FALSE,47.016,3548,human
TRUE,FALSE,2081,31,69,FALSE,232849096,,"Bangkok, Thailand",3052,FALSE,0.868,3517,bot
FALSE,FALSE,7125,134276,1793,TRUE,151060182,en,Essex,10990,TRUE,2.946,3730,human
TRUE,FALSE,6508,71,249,TRUE,1920007904,pt,"Rio de Janeiro, Brasil",4141,FALSE,1.647,2514,human
FALSE,FALSE,2161,6069,957,TRUE,79232746,en,"San Diego, CA",6037,TRUE,1.52,3973,human
FALSE,FALSE,125196,364,437,FALSE,14221035,,western MA ,252802,FALSE,55.819,4529,human
FALSE,FALSE,4715,822220,1062,TRUE,499449593,en,LA/NJ/FL,17401,TRUE,5.611,3101,human
FALSE,FALSE,11,16086,2129,FALSE,2563833613,en,Seattle/Tacoma Washington,1460,FALSE,0.646,2259,bot
FALSE,FALSE,28,1074,16,FALSE,294715157,en,unknown,7647,FALSE,2.255,3391,human
FALSE,FALSE,726,670715,502612,TRUE,190906140,en,"New York, USA",8564,TRUE,2.362,3626,human
FALSE,FALSE,1314,17,20,TRUE,1637941022,,unknown,731,FALSE,0.284,2574,human
TRUE,FALSE,45410,365,446,FALSE,41746218,en,unknown,11956,FALSE,2.911,4107,human
FALSE,FALSE,12704,375576,234,TRUE,77659956,es,México,25692,TRUE,6.457,3979,human
FALSE,FALSE,140596,41412,17228,TRUE,25493304,en,unknown,97143,FALSE,23.301,4169,human
TRUE,FALSE,1830,913,702,TRUE,288948026,en,unknown,12217,FALSE,3.592,3401,human
FALSE,FALSE,5532,448,134,TRUE,2286223163,,"Odivelas, Lisboa",30906,FALSE,12.845,2406,human
FALSE,FALSE,6504,364,2282,TRUE,412155718,es,Pisa,5053,FALSE,1.579,3201,human
FALSE,FALSE,3286,873,470,TRUE,28639054,en,Earth,11093,FALSE,2.67,4155,human
FALSE,FALSE,13340,94380,1093,FALSE,33619791,en,unknown,10282,TRUE,2.485,4138,human
FALSE,FALSE,14927,1527,1175,FALSE,82378586,en,"Winnsboro, TX",102686,FALSE,25.924,3961,human
TRUE,FALSE,5286,587,633,TRUE,3053518685,,unknown,2357,FALSE,1.176,2004,human
FALSE,FALSE,2225,23,211,FALSE,515964785,,unknown,3581,FALSE,1.16,3088,bot
TRUE,FALSE,9253,625,43,TRUE,2882338680,en,Optimism,10424,FALSE,4.917,2120,human
FALSE,FALSE,11157,1806,1343,TRUE,140574598,en,H V R L E M   W O R L D,123369,FALSE,32.828,3758,human
FALSE,FALSE,3547,231674,688,FALSE,51707796,,Paris,995,TRUE,0.245,4069,human
FALSE,FALSE,6812,445,1539,TRUE,3141599125,en,"Nebraska, USA",4186,FALSE,2.134,1962,human
TRUE,FALSE,841,1,2,FALSE,183304092,,Lake Orion MI,1149,FALSE,0.315,3645,bot
TRUE,FALSE,21748,185270,239,TRUE,986775452,ar,"İstanbul, Türkiye",284929,FALSE,101.218,2815,bot
TRUE,FALSE,1042,32,0,FALSE,90242976,en,"Salem,Oregon",1571,FALSE,0.4,3929,human
FALSE,FALSE,587,17009,1883,FALSE,43581352,en,America,1276,TRUE,0.311,4098,human
TRUE,FALSE,69862,703,2886,FALSE,157613995,en,Hong Kong,29235,FALSE,7.874,3713,human
TRUE,FALSE,19,0,0,FALSE,8.77E+17,,unknown,179,FALSE,0.155,1155,bot
TRUE,FALSE,1358,4858554,0,FALSE,65863622,en,Always beside you,30607,TRUE,7.61,4022,human
TRUE,FALSE,5704,544,199,TRUE,416612298,en,"Mitchell, SD, USA",983,FALSE,0.308,3195,human
TRUE,FALSE,7022,198,274,FALSE,981008330,en,unknown,2919,FALSE,1.036,2818,human
FALSE,FALSE,3498,32093,268,TRUE,2393440218,nl,"Los Angeles, CA",1751,FALSE,0.746,2347,human
TRUE,TRUE,4,1,0,FALSE,53805021,,unknown,7,FALSE,0.002,4063,bot
FALSE,FALSE,461,499,335,TRUE,1323630564,en,Los Angeles,661,FALSE,0.245,2695,human
FALSE,FALSE,9730,1073,493,TRUE,185663478,en,"Chicago, IL",32689,FALSE,8.983,3639,human
FALSE,FALSE,144565,839,602,TRUE,785973247,ca,my world,46086,FALSE,15.821,2913,human
TRUE,FALSE,3965,201,193,TRUE,9.82E+17,en,"Hilo, HI",1379,FALSE,1.592,866,human
TRUE,FALSE,7452,51,138,FALSE,1.05E+18,en,Tokyo Japan,12665,FALSE,18.462,686,human
FALSE,FALSE,2411,4900,12713,FALSE,493682705,en,"NYC, LA and Hong Kong",6325,FALSE,2.036,3107,bot
TRUE,FALSE,1497,12,83,FALSE,3395616789,,unknown,2224,FALSE,1.205,1846,bot
FALSE,FALSE,1018,178341,541,FALSE,21037096,en,"Calgary, Alberta, Canada",155636,TRUE,37.047,4201,bot
FALSE,FALSE,13,45,0,FALSE,35979309,en,Texas,150,FALSE,0.036,4131,human
TRUE,FALSE,345,0,18,FALSE,7.84E+17,en,Boston,344,FALSE,0.244,1411,bot
FALSE,FALSE,3199,595,467,FALSE,1737293875,en,"Fort Lauderdale, FL",994,FALSE,0.392,2538,human
FALSE,FALSE,3342,267,166,TRUE,109117493,,unknown,16021,FALSE,4.155,3856,human
FALSE,FALSE,2426,2984,3706,FALSE,370999356,en,Asahi-ku　Yokohama city,4770,FALSE,1.461,3266,bot
FALSE,FALSE,13673,1694,39,TRUE,73990210,en,"Lancaster, Pennsylvania",7432,TRUE,1.862,3992,human
FALSE,FALSE,747,15,36,FALSE,50135108,,unknown,1882,FALSE,0.462,4074,human
TRUE,FALSE,4878,285,77,FALSE,17891410,en,Who's asking?,18667,FALSE,4.367,4275,human
FALSE,FALSE,5092,70335,34719,FALSE,49348697,en,In the right at the right time,120118,FALSE,29.47,4076,human
FALSE,FALSE,36613,3089,685,TRUE,45416544,en,she/her,51689,FALSE,12.638,4090,human
FALSE,FALSE,21766,1749,3336,FALSE,19202145,en,unknown,174461,FALSE,41.253,4229,human
TRUE,FALSE,2400,18,0,FALSE,1202258016,,unknown,3395,FALSE,1.241,2736,bot
FALSE,FALSE,78072,8457,2443,FALSE,8.01E+17,en,occupied Piscataway lands,20843,FALSE,15.258,1366,human
FALSE,FALSE,4810,24255,22303,TRUE,398786662,en,"Myrtle Beach, SC",21864,TRUE,6.792,3219,human
FALSE,FALSE,3238,231811,5686,TRUE,175177831,es,unknown,24434,FALSE,6.665,3666,human
TRUE,FALSE,2397,8,38,FALSE,8.38E+17,,"Birmingham, England",3025,FALSE,2.395,1263,bot
TRUE,FALSE,2955,121,449,FALSE,7.15E+17,en,NY/FL,3848,FALSE,2.4,1603,bot
FALSE,FALSE,13,105,25,FALSE,7.64E+17,en,Concrete Island ,13891,FALSE,9.463,1468,bot
TRUE,FALSE,466,133,575,TRUE,7.79E+17,en,unknown,499,FALSE,0.35,1425,human
FALSE,FALSE,4159,1580,809,TRUE,7.15E+17,en,"My home, forever!",5256,FALSE,3.281,1602,human
TRUE,FALSE,58,10,74,FALSE,7.33E+17,cy,unknown,23,FALSE,0.015,1554,bot
TRUE,FALSE,41,21,14,FALSE,8.34E+17,en,Cincinnati,317,FALSE,0.249,1273,bot
TRUE,FALSE,2,410,5,TRUE,8.22E+17,en,"Helsinki, Finlandia",4293,FALSE,3.287,1306,bot
TRUE,FALSE,26,26,0,FALSE,7.36E+17,de,unknown,39,FALSE,0.025,1546,bot
FALSE,FALSE,2600,790001,1145,TRUE,382271636,en, Worldwide,6795,TRUE,2.093,3246,human
FALSE,FALSE,6,1971992,51,TRUE,309133460,es,"Salto, Uruguay",2040,TRUE,0.606,3366,human
FALSE,FALSE,3774,23,239,FALSE,24969366,,"Phenix, AZ",3162,FALSE,0.758,4172,bot
TRUE,FALSE,1323,6,0,FALSE,54591639,,unknown,1836,FALSE,0.452,4060,bot
FALSE,FALSE,1472,11,0,FALSE,8.09E+17,,"Antalya, Türkiye",1815,FALSE,1.352,1342,bot
TRUE,FALSE,84,0,0,FALSE,7.72E+17,en,unknown,235,FALSE,0.163,1445,human
FALSE,FALSE,138,1893508,20,FALSE,2183987364,ko,Euphoria,6275,FALSE,2.535,2475,human
FALSE,FALSE,461,1137374,4709,TRUE,22610091,ru,"Russia, Moscow",6336,TRUE,1.514,4186,human
FALSE,FALSE,22365,3904,1668,TRUE,100466864,en,In The Endzone,291707,FALSE,75.085,3885,human
FALSE,FALSE,2917,81,78,FALSE,72941749,,unknown,4834,FALSE,1.21,3996,bot
FALSE,FALSE,4948,221,238,TRUE,415848343,en,unknown,4575,FALSE,1.431,3196,human
TRUE,FALSE,17207,49,1108,TRUE,1071186121,en,unknown,1656,FALSE,0.596,2779,human
FALSE,FALSE,2047,978895,503,TRUE,313589997,es,Mexico D.F.,5973,TRUE,1.778,3359,human
TRUE,FALSE,1271,458,526,TRUE,2165899508,en,unknown,980,FALSE,0.395,2484,human
TRUE,FALSE,94375,667,1860,FALSE,260899069,en,Seattle WA,84027,FALSE,24.32,3455,bot
TRUE,FALSE,2323,21,358,FALSE,1.04E+18,en,United States,2029,FALSE,2.858,710,human
TRUE,FALSE,174,13,0,FALSE,748486914,en,unknown,40,FALSE,0.014,2931,bot
TRUE,FALSE,151,2678603,30,FALSE,2489647370,vi,unknown,1580,TRUE,0.689,2292,human
FALSE,FALSE,8386,184,306,TRUE,37028114,en,"Petal, MS",5925,FALSE,1.436,4127,human
FALSE,FALSE,22213,24974,5101,TRUE,14221588,en,"Dallas, Texas",2459,TRUE,0.543,4529,human
FALSE,FALSE,79370,13473,1238,TRUE,75563288,es,new york,5195,TRUE,1.303,3986,human
TRUE,FALSE,3200,440,917,FALSE,713097502,en,"Martinsburg, WV",6457,FALSE,2.582,2501,bot
FALSE,FALSE,1485,22,213,TRUE,28377377,,unknown,6619,FALSE,1.593,4156,human
TRUE,FALSE,7,87,17,FALSE,1.08E+18,en,unknown,6517,FALSE,11.121,586,bot
FALSE,FALSE,2060,1158,846,FALSE,188809534,en,unknown,246943,FALSE,68.01,3631,human
FALSE,FALSE,1682,3257,1325,FALSE,15794496,en,"Birmingham, Ala.",15085,TRUE,3.435,4392,human
TRUE,FALSE,15395,252,2155,TRUE,233111874,id,bandung,28077,FALSE,7.983,3517,human
TRUE,FALSE,9599,222514,2623,TRUE,67961159,en,Philadelphia,22766,TRUE,5.672,4014,human
TRUE,FALSE,12,1941,52,FALSE,989135184,en,Everywhere,635379,FALSE,225.792,2814,bot
FALSE,FALSE,9,979,726,FALSE,418447705,en,Minnesota ,3905,FALSE,1.223,3193,human
FALSE,FALSE,927,399023,1659,TRUE,17105248,fr,"Longueuil, Québec",15117,TRUE,3.509,4308,human
TRUE,FALSE,145,3,0,FALSE,8.91E+17,ru,unknown,276,FALSE,0.247,1118,human
TRUE,FALSE,79709,7279,548,TRUE,1131217278,en,"Los Angeles, CA",9559,TRUE,3.466,2758,human
FALSE,FALSE,333,100235,315,FALSE,2590835076,en,"Nueva Delhi, भारत",47088,TRUE,20.975,2245,human
FALSE,FALSE,52,3,0,FALSE,42795412,en,Thailand,127,FALSE,0.031,4102,bot
FALSE,FALSE,2901,1264305,1250,FALSE,32309662,en,San Francisco,4218,TRUE,1.018,4142,human
TRUE,FALSE,6040,1425,732,FALSE,159084041,ja,埼玉県久喜市久喜中央４－１－４,347745,FALSE,93.782,3708,human
TRUE,FALSE,102,0,0,FALSE,9.03E+17,ru,unknown,158,FALSE,0.146,1083,human
TRUE,FALSE,88,103,167,FALSE,7.24E+17,en,"Texas, USA",989,FALSE,0.627,1578,human
TRUE,FALSE,3492,26,37,FALSE,4111270332,es,"Shawn,Nash,SebCastondarFollows",3703,FALSE,2.115,1751,bot
FALSE,FALSE,16,12,0,FALSE,3130589637,de,everywhere,3091,FALSE,1.571,1967,bot
FALSE,FALSE,4866,3138026,5,TRUE,947192262,ro,unknown,4329,TRUE,1.527,2835,human
FALSE,FALSE,62,80,106,FALSE,3012362696,en,unknown,644,FALSE,0.319,2019,bot
TRUE,FALSE,1237,151,149,TRUE,254607817,es,unknown,4846,FALSE,1.397,3468,human
TRUE,FALSE,8647,194,222,FALSE,4149019083,,unknown,6373,FALSE,3.654,1744,bot
FALSE,FALSE,575,739,3,FALSE,2959147470,,Canada,6758,FALSE,3.292,2053,human
TRUE,FALSE,256,6,0,FALSE,2921136609,af,unknown,70,FALSE,0.034,2075,bot
TRUE,FALSE,5516,314,0,FALSE,9.86E+17,,michigan,6286,FALSE,7.343,856,human
FALSE,FALSE,2356,8126,6846,FALSE,61932015,en,New York City,20638,FALSE,5.113,4036,human
TRUE,FALSE,1708,3982,1927,TRUE,351076863,en,"New York, NY",6887,TRUE,2.088,3298,human
FALSE,FALSE,2323,72,0,TRUE,567869958,en,"Narnia, maryland",3710,FALSE,1.224,3032,bot
TRUE,FALSE,201,11,0,FALSE,26804749,en,unknown,43,FALSE,0.01,4163,bot
FALSE,FALSE,183,2531780,67,TRUE,240714255,en,Italia,8551,TRUE,2.445,3498,human
TRUE,FALSE,3011,69,197,FALSE,392233488,,unknown,3756,FALSE,1.163,3229,human
FALSE,FALSE,3,1952671,228,FALSE,70582840,en,Malaysia,15096,FALSE,3.769,4005,human
FALSE,FALSE,32552,845675,1094,FALSE,22872643,en,"Los Angeles, CA via Edmonton",10104,TRUE,2.414,4185,human
FALSE,FALSE,0,11,21,FALSE,24183367,en,"Ohio, USA",5408,FALSE,1.295,4176,bot
TRUE,FALSE,415,26,0,FALSE,269288025,en,unknown,89,FALSE,0.026,3439,bot
FALSE,FALSE,12196,3902,0,FALSE,4928373359,en,Official QB Murderer,2979,FALSE,1.813,1643,bot
TRUE,FALSE,72990,139,876,TRUE,14221943,,"Winchester, VA",4144,FALSE,0.915,4529,human
FALSE,FALSE,551,418,195,FALSE,160855592,,California Dreaming ,2272,FALSE,0.613,3704,human
FALSE,FALSE,12487,4516,5719,TRUE,14221950,en,Remote/✈️ to you. U.K. Global,13125,TRUE,2.898,4529,human
TRUE,FALSE,165,3516738,22,TRUE,105710210,en,"Home, Mumbai, India ",3856,TRUE,0.997,3867,human
TRUE,FALSE,46841,1799,237,TRUE,357630595,,unknown,33268,FALSE,10.118,3288,human
FALSE,FALSE,4732,1607,2119,FALSE,52494989,en,"Georgia, USA",149337,FALSE,36.719,4067,human
FALSE,FALSE,122767,2811,2409,FALSE,1441596062,en,Exile,74359,FALSE,28.081,2648,human
TRUE,FALSE,4914,49,48,TRUE,588317346,,Aussie Land,3489,FALSE,1.16,3009,bot
FALSE,FALSE,23023,4596,3505,TRUE,2477327017,ca,Gicella e Pauriany e Boca Rosa,37370,FALSE,16.262,2298,bot
FALSE,FALSE,1844,15,0,FALSE,6881972,,unknown,2763,FALSE,0.574,4811,bot
TRUE,TRUE,103,2,0,FALSE,234160821,,unknown,105,FALSE,0.03,3514,bot
TRUE,FALSE,476,39,114,FALSE,1295319745,so,unknown,17,FALSE,0.006,2704,bot
FALSE,FALSE,4382,840823,2619,TRUE,208995026,en,PH MNL,25384,TRUE,7.085,3583,human
TRUE,FALSE,204,13742849,519,TRUE,186712788,en,Earth,23003,TRUE,6.325,3637,human
TRUE,FALSE,1776,58,11,TRUE,1086915288,it,Italia,8716,FALSE,3.142,2774,bot
FALSE,FALSE,4017,107,554,TRUE,102564592,en,"Gilbert, AZ",1807,FALSE,0.466,3877,human
FALSE,FALSE,618,675,102,FALSE,4082696954,hr,"Hermosillo, Sonora",16,FALSE,0.009,1753,human
TRUE,TRUE,55,39,655,FALSE,9.08E+17,,unknown,9319,FALSE,8.701,1071,bot
TRUE,FALSE,128,1,0,FALSE,911016721,af,unknown,49,FALSE,0.017,2851,bot
TRUE,FALSE,99,7,3,FALSE,2753102609,,"Чита, Забайкальский край",5,FALSE,0.002,2183,bot
FALSE,FALSE,510,2137765,171,FALSE,79758113,en,France/USA,2727,TRUE,0.687,3971,human
TRUE,FALSE,421,0,0,FALSE,8.03E+17,en,unknown,790,FALSE,0.581,1359,human
TRUE,FALSE,15676,402,1411,TRUE,2172453677,vi,unknown,1348,FALSE,0.544,2476,bot
TRUE,FALSE,2772,262,300,TRUE,2230649665,so,"Dublin, GA",3503,FALSE,1.43,2449,human
TRUE,FALSE,2177,20,0,FALSE,729613134,,unknown,3105,FALSE,1.056,2940,bot
FALSE,FALSE,17553,1708513,1836,TRUE,22086481,en,"London, England",26016,TRUE,6.208,4191,human
FALSE,FALSE,3974,58,180,FALSE,1861288789,en,"Santa Ana, CA",1760,FALSE,0.695,2531,bot
TRUE,FALSE,50,5,0,FALSE,8.77E+17,ar,unknown,341,FALSE,0.295,1155,bot
FALSE,FALSE,348,2780,828,TRUE,20775769,en,"Washington, DC",4945,TRUE,1.176,4204,human
FALSE,FALSE,3421,1302,1731,TRUE,223937371,pt,Fortaleza/ce,55585,FALSE,15.693,3542,bot
FALSE,FALSE,644,7,0,FALSE,185664347,,unknown,1062,FALSE,0.292,3639,bot
FALSE,FALSE,136,2587492,352,TRUE,57475935,pt,Brasil,66004,TRUE,16.293,4051,human
TRUE,FALSE,1077,33,111,FALSE,218432384,,unknown,1792,FALSE,0.504,3558,human
TRUE,FALSE,1519,15672,5901,FALSE,517014401,en,▼ SUBSCRIBE! ▼,1423,FALSE,0.461,3087,human
TRUE,FALSE,11094,3023,895,FALSE,2623865757,en,Boston,26320,FALSE,11.687,2252,human
TRUE,FALSE,319,365564,892,FALSE,499975070,,Gazeteci صحفي من استانبول ,37488,FALSE,12.093,3100,human
FALSE,FALSE,7430,220,497,TRUE,15270815,en,"Bethlehem, PA",10541,FALSE,2.378,4433,human
TRUE,FALSE,30005,211,711,TRUE,197723043,,unknown,3913,FALSE,1.084,3609,human
TRUE,FALSE,820,19,0,FALSE,8.13E+17,cy,unknown,1161,FALSE,0.872,1331,bot
TRUE,FALSE,12,22,28,TRUE,2888893362,,unknown,16,FALSE,0.008,2115,human
FALSE,FALSE,504,272,0,FALSE,54330296,en,Barnet,286,FALSE,0.07,4061,bot
FALSE,FALSE,3236,485,307,TRUE,152110020,en,Porto Alegre,24756,FALSE,6.641,3728,bot
FALSE,FALSE,5319,126,522,TRUE,32572357,en,"iPhone: 40.765091,-73.971802",4035,FALSE,0.974,4141,human
FALSE,FALSE,62811,908,527,TRUE,2542339015,en,tx,62556,FALSE,27.57,2269,human
TRUE,FALSE,5053,12105,3107,TRUE,41747410,en,"Los Angeles, CA",6419,TRUE,1.563,4107,human
FALSE,FALSE,25,79,365,FALSE,221053911,en,Germany,20761,FALSE,5.848,3550,human
FALSE,FALSE,1362,0,22,FALSE,216597460,ca,unknown,1996,FALSE,0.56,3563,bot
TRUE,FALSE,8056,604,380,TRUE,830276562,,"Oregon City, OR",19076,FALSE,6.596,2892,human
FALSE,FALSE,2709,237,559,TRUE,331154401,en,New York City,10399,FALSE,3.123,3330,bot
FALSE,FALSE,1104,10,0,FALSE,41747450,,"Elkhart,Indiana",1571,FALSE,0.383,4107,bot
TRUE,FALSE,33521,192,436,TRUE,526451718,en,"Minnesota, USA",5663,FALSE,1.84,3077,human
FALSE,FALSE,4248,201,266,TRUE,138478601,en,"St Louis Park, MN",1775,FALSE,0.472,3764,human
FALSE,FALSE,2319,850,1006,FALSE,534747914,cy,"Rome, Georgia",6929,FALSE,2.257,3070,human
TRUE,FALSE,992,26,55,FALSE,493683726,en,unknown,1464,FALSE,0.471,3107,bot
FALSE,FALSE,7398,188,890,TRUE,159187983,en,Dreamville,5662,FALSE,1.527,3708,human
FALSE,FALSE,2803,265,805,TRUE,204276752,en,Instagram:@PrinceJiddawy ,4915,FALSE,1.368,3593,bot
TRUE,FALSE,4034,36,87,TRUE,24708125,en,"Cedar Rapids, Iowa",3376,FALSE,0.809,4173,human
TRUE,FALSE,37166,102,1039,FALSE,1.03E+18,en,"Grouchland, USA",13320,FALSE,18.423,723,human
FALSE,FALSE,36078,148327,226071,FALSE,78185520,en,"Houston, Texas",232332,FALSE,58.419,3977,human
FALSE,FALSE,17723,49594,8739,TRUE,228918333,en,Chicago,110582,TRUE,31.335,3529,human
FALSE,FALSE,10,904,612,TRUE,80544850,,GoodLife Society,14347,FALSE,3.615,3969,human
TRUE,FALSE,52,1,0,FALSE,8.76E+17,ar,unknown,276,FALSE,0.238,1159,bot
FALSE,FALSE,25226,597,170,TRUE,2307458149,fr,unknown,20491,FALSE,8.541,2399,human
FALSE,FALSE,12499,73,621,TRUE,8.68E+17,da,unknown,2936,FALSE,2.486,1181,bot
FALSE,FALSE,11,631,197,FALSE,461177967,en,"Washington, DC",8037,TRUE,2.558,3142,human
FALSE,FALSE,2420,15,0,FALSE,1645806714,it,unknown,3292,FALSE,1.28,2571,bot
TRUE,FALSE,236,2,0,FALSE,8.91E+17,ru,unknown,437,FALSE,0.391,1118,human
FALSE,FALSE,12842,283617,8087,TRUE,18678924,en,"The 703, 202, 504 or on the road",146458,TRUE,34.526,4242,human
FALSE,FALSE,3621,695,2305,FALSE,92131636,en,Currency Exchange,17293,FALSE,4.41,3921,human
FALSE,FALSE,15131,194,811,TRUE,294454420,en,"Columbia, SC",1021,FALSE,0.301,3392,human
TRUE,FALSE,65,0,0,FALSE,7.72E+17,et,unknown,175,FALSE,0.121,1444,human
TRUE,FALSE,41,35,43,TRUE,3365209246,es,unknown,1012,FALSE,0.541,1869,human
TRUE,FALSE,1917,32,54,TRUE,237044905,,Santiago,2756,FALSE,0.786,3507,bot
FALSE,FALSE,3562,1143948,1332,TRUE,14222518,,"Nueva York, USA",80866,TRUE,17.855,4529,human
TRUE,FALSE,141,0,0,FALSE,7.73E+17,,unknown,311,FALSE,0.215,1444,human
TRUE,FALSE,164,0,0,FALSE,8.35E+17,en,unknown,328,FALSE,0.258,1273,human
FALSE,FALSE,54,175,141,FALSE,103351486,en,California,6595,FALSE,1.702,3874,bot
TRUE,FALSE,64,21,138,FALSE,4080075975,en,unknown,217,FALSE,0.124,1754,bot
TRUE,FALSE,625,37,0,TRUE,265618632,en,unknown,137,FALSE,0.04,3446,bot
FALSE,FALSE,38006,2070,1643,TRUE,205325522,en,"Los Angeles / Simi Valley, CA.",19916,FALSE,5.548,3590,human
FALSE,FALSE,25205,403,0,TRUE,328271085,fr,Wisconsin,5606,FALSE,1.681,3335,bot
TRUE,FALSE,2127,3108,4537,TRUE,9.39E+17,en,"Stafford, TX",1547,FALSE,1.569,986,human
FALSE,FALSE,25076,1367,1472,TRUE,15533317,en,"East Bay, CA",16388,FALSE,3.716,4410,human
TRUE,FALSE,5064,147,465,FALSE,799081730,en,"istanbul, new york, oslo",2779,FALSE,0.956,2907,human
TRUE,FALSE,1710,3,63,FALSE,8.94E+17,de,unknown,1396,FALSE,1.258,1110,bot
TRUE,TRUE,6,4,0,FALSE,358417673,,unknown,57,FALSE,0.017,3287,bot
TRUE,FALSE,998,26,86,TRUE,369165580,it,"Tortona, Piemonte",1256,FALSE,0.384,3269,human
TRUE,FALSE,757,91622,457,TRUE,309396750,es,"Bogotá, D.C., Colombia",3487,FALSE,1.036,3366,human
TRUE,FALSE,2104,6,12,FALSE,270861589,en,Midwest,2889,FALSE,0.841,3436,bot
FALSE,FALSE,26659,56,62,FALSE,374408472,en,नांदेडकर....!!,2159,FALSE,0.662,3260,human
FALSE,FALSE,140,14,0,FALSE,248579359,en,Denmark,240,FALSE,0.069,3481,bot
