URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CONTENT_LENGTH,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,APP_PACKETS,DNS_QUERY_TIMES,Type
40,8,15363,20,5,9,2948,24,27,24,4,0
40,6,411,14,1,3,1981,20,19,20,6,0
40,7,38119,38,1,3,2995,44,37,44,6,0
40,9,NA,0,0,0,0,0,0,0,0,0
40,9,NA,0,0,0,0,0,0,0,0,0
40,7,6498,0,0,0,0,0,0,0,0,0
40,9,622,0,0,0,0,0,0,0,0,0
41,13,643,9,0,3,1142,13,12,13,4,1
41,11,670,15,1,5,1653,21,19,21,6,1
41,10,2516,24,0,2,4034,30,26,30,6,1
41,11,27103,22,0,3,2316,26,28,26,4,1
41,10,218,7,0,1,737,11,10,11,4,1
41,6,318,8,0,2,1089,14,13,14,6,0
41,8,NA,0,0,0,0,0,0,0,0,0
41,8,65473,0,0,0,0,0,0,0,0,0
41,9,NA,0,0,0,0,0,0,0,0,0
41,8,324,0,0,0,0,0,0,0,0,0
41,10,NA,0,0,0,0,0,0,0,0,0
41,9,NA,0,0,0,0,0,2,0,0,0
41,9,NA,3,3,1,366,3,4,3,0,0
41,9,NA,7,5,5,630,7,7,7,0,0
41,9,7065,5,3,3,576,6,8,6,0,0
41,7,10588,20,0,2,1895,22,24,22,2,0
41,8,NA,8,0,1,1078,12,12,12,4,0
41,9,NA,34,27,3,4891,42,37,42,8,0
41,7,281,18,0,3,1868,22,23,22,4,0
41,8,324,10,3,5,1202,14,16,14,4,0
41,8,NA,34,11,4,3699,40,38,40,6,0
41,8,NA,26,0,8,2657,30,35,30,4,0
41,10,13,8,3,8,552,8,5,8,0,0
41,8,NA,40,12,6,3079,44,53,44,4,0
41,8,NA,1,0,1,54,1,2,1,0,0
41,10,NA,10,1,4,1198,16,16,16,6,0
41,9,NA,101,41,5,10813,110,101,110,8,0
41,10,9817,0,0,0,0,0,0,0,0,0
41,9,NA,0,0,0,0,0,0,0,0,0
41,9,NA,0,0,0,0,0,0,0,0,0
42,13,646,7,1,5,466,11,10,11,4,1
42,11,673,18,1,4,2185,24,21,24,6,1
42,11,673,18,1,5,2185,24,21,24,6,1
42,10,NA,15,0,3,2124,17,20,17,2,1
42,10,2516,24,0,2,4035,30,25,30,6,1
42,10,2516,25,0,2,4101,31,28,31,6,1
42,10,2516,23,0,2,3969,29,24,29,6,1
42,10,2516,25,0,2,4101,31,28,31,6,1
42,8,895,15,0,6,1980,19,17,19,4,1
42,7,NA,51,11,7,4601,57,55,57,6,0
42,8,NA,0,0,0,0,0,0,0,0,0
42,7,NA,0,0,0,0,0,0,0,0,0
42,10,NA,0,0,0,0,0,0,0,0,0
42,8,7289,0,0,0,0,0,0,0,0,0
42,8,4974,0,0,0,0,0,0,0,0,0
42,10,NA,0,0,0,0,0,0,0,0,0
42,9,4691,0,0,0,0,0,0,0,0,0
42,8,NA,0,0,0,0,0,0,0,0,0
42,11,NA,0,0,0,0,0,0,0,0,0
42,10,1819,0,0,0,0,0,0,0,0,0
42,9,1505,0,0,0,0,0,0,0,0,0
42,9,7509,7,0,2,985,13,12,13,6,0
42,9,5127,4,3,2,432,4,5,4,0,0
42,7,NA,6,4,4,528,6,8,6,0,0
42,9,NA,6,5,2,540,6,7,6,0,0
42,8,NA,5,3,3,498,5,6,5,0,0
42,9,324,8,8,3,636,8,6,8,0,0
42,8,NA,33,0,5,2706,37,35,37,4,0
42,8,2766,33,4,9,3088,41,34,41,8,0
42,8,NA,28,20,2,2780,32,36,32,4,0
42,9,NA,15,6,10,950,17,18,17,2,0
42,7,NA,19,15,3,2864,23,26,23,4,0
42,9,10561,15,4,4,1540,19,21,19,4,0
42,9,8769,5,0,3,334,7,6,7,2,0
42,7,12608,71,9,13,7856,77,68,77,6,0
42,9,324,29,14,15,2767,33,27,33,4,0
42,8,94,14,0,3,1102,16,8,16,2,0
42,8,NA,0,0,0,0,0,0,0,0,0
42,8,324,0,0,0,0,0,0,0,0,0
42,8,NA,22,15,2,2432,26,32,26,4,0
42,9,NA,0,0,0,0,0,0,0,0,0
42,7,497,0,0,0,0,0,0,0,0,0
42,7,NA,0,0,0,0,0,0,0,0,0
43,13,646,11,1,4,1266,15,12,15,4,1
43,11,673,18,1,5,2188,24,22,24,6,1
43,10,2516,23,0,2,3970,29,27,29,6,1
43,11,NA,10,0,5,925,12,12,12,2,1
43,10,NA,8,0,1,1045,10,9,10,2,1
43,10,7550,11,0,1,883,13,13,13,2,1
43,10,NA,0,0,0,0,0,2,0,0,1
43,8,324,0,0,0,0,0,0,0,0,0
43,9,NA,0,0,0,0,0,0,0,0,0
43,9,NA,0,0,0,0,0,0,0,0,0
43,9,NA,0,0,0,0,0,0,0,0,0
43,8,236,16,0,1,1151,18,19,18,2,0
43,8,NA,0,0,0,0,0,0,0,0,0
43,9,NA,0,0,0,0,0,0,0,0,0
43,8,NA,15,6,5,1528,21,21,21,6,0
43,7,NA,15,3,4,1110,15,4,15,0,0
43,9,NA,29,10,11,2022,29,12,29,0,0
43,7,324,39,9,5,4044,43,39,43,4,0
43,8,13089,4,3,2,408,4,7,4,0,0
43,9,19724,4,3,2,420,4,6,4,0,0
43,9,NA,9,5,6,750,9,8,9,0,0
43,9,NA,33,1,4,2756,37,37,37,4,0
43,9,389,83,2,3,6008,87,107,87,4,0
43,8,NA,84,13,6,7403,86,71,86,2,0
43,9,6744,22,3,8,2267,28,31,28,6,0
43,12,5653,8,0,3,803,12,12,12,4,0
43,8,324,25,2,6,2444,31,17,31,6,0
43,9,NA,20,4,7,1511,22,21,22,2,0
43,10,NA,23,15,9,2479,27,24,27,4,0
43,7,324,17,7,3,2715,23,20,23,6,0
43,7,497,45,3,7,4178,51,50,51,6,0
43,7,20592,64,5,13,6081,69,71,69,4,0
43,10,NA,0,0,0,0,0,0,0,0,0
43,9,NA,0,0,0,0,0,0,0,0,0
43,10,4816,0,0,0,0,0,0,0,0,0
44,10,2516,22,0,2,3444,28,24,28,6,1
44,10,8219,0,0,0,0,0,0,0,0,0
44,8,NA,0,0,0,0,0,0,0,0,0
44,11,334,0,0,0,0,0,0,0,0,0
44,9,634,0,0,0,0,0,0,0,0,0
44,9,NA,0,0,0,0,0,0,0,0,0
44,9,NA,0,0,0,0,0,0,0,0,0
44,7,324,0,0,0,0,0,0,0,0,0
44,8,NA,19,0,2,1809,23,23,23,4,0
44,10,NA,17,7,6,1242,17,13,17,0,0
44,9,1511,6,4,3,640,6,8,6,0,0
44,11,1819,5,3,2,498,5,7,5,0,0
44,10,45958,6,6,3,540,6,8,6,0,0
44,9,NA,39,19,10,2742,39,5,39,0,0
44,7,NA,14,7,12,1092,14,15,14,0,0
44,8,11,40,6,5,4203,42,42,42,2,0
44,9,324,26,10,6,2512,32,33,32,6,0
44,9,NA,40,35,2,5987,48,48,48,8,0
44,9,NA,37,32,2,5805,45,41,45,8,0
44,9,44446,157,2,5,11053,159,176,159,2,0
44,9,338,9,0,2,870,11,12,11,2,0
44,8,345,12,4,3,972,14,16,14,2,0
44,9,674,15,0,6,1556,21,20,21,6,0
44,9,NA,29,16,7,2326,33,25,33,4,0
44,8,25825,71,1,6,5647,79,79,79,8,0
44,8,NA,23,6,9,1942,27,25,27,4,0
44,9,NA,6,0,1,672,8,8,8,2,0
44,9,1501,53,21,8,7834,61,53,61,8,0
44,8,10198,17,12,4,2401,23,23,23,6,0
44,10,360,16,3,4,1480,20,23,20,4,0
44,9,16525,10,0,5,1197,14,15,14,4,0
44,8,NA,18,0,3,2274,22,21,22,4,0
44,9,6746,20,4,6,2097,24,23,24,4,0
44,9,NA,0,0,0,0,0,0,0,0,0
44,8,324,0,0,0,0,0,0,0,0,0
44,8,324,0,0,0,0,0,0,0,0,0
45,10,NA,4,0,2,531,6,6,6,2,1
45,8,326,7,0,2,1088,11,10,11,4,0
45,9,10273,0,0,0,0,0,0,0,0,0
45,9,6748,0,0,0,0,0,0,0,0,0
45,9,NA,0,0,0,0,0,0,0,0,0
45,8,1245,0,0,0,0,0,0,0,0,0
45,10,6264,0,0,0,0,0,0,0,0,0
45,10,1245,0,0,0,0,0,0,0,0,0
45,9,NA,0,0,0,0,0,0,0,0,0
45,7,185,0,0,0,0,0,0,0,0,0
45,7,4764,0,0,0,0,0,0,0,0,0
45,8,324,0,0,0,0,0,0,0,0,0
45,8,365,0,0,0,0,0,0,0,0,0
45,11,NA,0,0,0,0,0,0,0,0,0
45,11,3042,14,0,7,1201,18,17,18,4,0
45,8,41547,8,4,3,660,8,6,8,0,0
45,11,NA,10,9,8,780,10,12,10,0,0
45,9,39,4,0,2,541,6,7,6,2,0
45,9,44447,185,0,2,13834,187,263,187,2,0
45,9,NA,47,41,4,6464,55,53,55,8,0
45,8,226,44,0,2,4044,46,46,46,2,0
45,10,217,28,2,5,3409,30,19,30,2,0
45,10,12368,32,5,9,2595,36,34,36,4,0
45,9,NA,55,43,7,10205,69,56,69,14,0
45,9,4695,40,35,2,4590,46,54,46,6,0
45,10,636,46,22,8,5308,54,51,54,8,0
45,8,191,3,0,1,198,3,3,3,0,0
45,9,23771,19,0,2,1801,23,25,23,4,0
45,10,14947,19,0,3,1816,23,22,23,4,0
45,9,NA,70,3,8,5631,77,65,77,6,0
45,9,324,28,10,9,2683,36,33,36,8,0
45,10,NA,33,29,2,5852,42,39,42,8,0
45,8,NA,26,16,5,3891,34,35,34,8,0
45,9,NA,8,0,2,805,12,11,12,4,0
45,9,NA,15,0,2,2730,19,23,19,4,0
45,7,9194,9,0,5,1197,14,11,14,4,0
45,10,6560,0,0,0,0,0,0,0,0,0
45,10,NA,0,0,0,0,0,0,0,0,0
45,9,6746,0,0,0,0,0,0,0,0,0
45,9,NA,0,0,0,0,0,0,0,0,0
45,8,NA,0,0,0,0,0,0,0,0,0
46,11,649,11,0,3,1274,15,14,15,4,1
46,12,221,7,0,2,742,9,10,9,2,1
46,9,NA,63,59,2,8062,75,76,75,12,0
46,11,NA,0,0,0,0,0,0,0,0,0
46,9,231,0,0,0,0,0,0,0,0,0
46,9,NA,0,0,0,0,0,0,0,0,0
46,9,11,0,0,0,0,0,0,0,0,0
46,11,4698,46,42,2,6883,54,54,54,8,0
46,9,2393,29,14,4,3416,35,35,35,6,0
46,10,NA,0,0,0,0,0,0,0,0,0
46,8,21,0,0,0,0,0,0,0,0,0
46,9,NA,0,0,0,0,0,0,0,0,0
46,9,NA,0,0,0,0,0,0,0,0,0
46,8,22479,7,6,4,606,7,8,7,0,0
46,10,344,5,3,3,498,5,8,5,0,0
46,10,NA,20,6,10,1392,20,12,20,0,0
46,11,NA,7,4,3,582,7,8,7,0,0
46,9,NA,6,4,4,564,6,8,6,0,0
46,9,17810,50,40,5,5894,58,73,58,8,0
46,8,193,7,0,2,680,11,10,11,4,0
46,11,630,38,13,10,4509,48,52,48,10,0
46,10,NA,24,2,10,3146,28,30,28,4,0
46,9,7758,127,0,3,8942,131,144,131,4,0
46,8,2886,74,0,2,18084,78,96,78,4,0
46,10,1510,20,2,6,3089,24,24,24,4,0
46,8,NA,15,8,6,2218,19,18,19,4,0
46,12,1819,70,21,7,9463,80,80,80,10,0
46,10,NA,22,18,1,3331,28,27,28,6,0
46,11,1511,44,11,7,6306,50,38,50,6,0
46,10,66804,44,2,7,3516,48,36,48,4,0
46,10,1519,21,0,3,4103,25,30,25,4,0
46,12,235,12,0,3,1351,16,15,16,4,0
46,10,166,25,0,4,2115,29,30,29,4,0
46,8,NA,12,0,3,1716,16,17,16,4,0
46,10,8745,28,0,3,4364,30,22,30,2,0
46,10,NA,15,5,11,1244,17,23,17,2,0
46,8,NA,22,16,8,3094,26,27,26,4,0
46,8,333,125,0,1,8528,129,145,129,4,0
46,7,6984,33,1,5,3244,43,41,43,10,0
46,9,10303,197,0,3,13622,200,255,200,2,0
46,10,NA,38,26,12,4376,44,47,44,6,0
46,10,NA,0,0,0,0,0,0,0,0,0
46,9,784,0,0,0,0,0,0,0,0,0
46,6,NA,0,0,0,0,0,0,0,0,0
47,11,NA,26,11,7,3213,34,32,34,8,1
47,9,NA,0,0,0,0,0,0,0,0,0
47,9,NA,0,0,0,0,0,0,0,0,0
47,9,NA,0,0,0,0,0,0,0,0,0
47,8,7790,0,0,0,0,0,0,0,0,0
47,9,324,0,0,0,0,0,0,0,0,0
47,8,7362,0,0,0,0,0,0,0,0,0
47,9,NA,0,0,0,0,0,0,0,0,0
47,10,324,0,0,0,0,0,0,0,0,0
47,11,NA,0,0,0,0,0,0,0,0,0
47,10,423,0,0,0,0,0,0,0,0,0
47,9,6748,0,0,0,0,0,0,0,0,0
47,10,NA,32,28,3,4948,40,35,40,8,0
47,10,NA,31,3,5,3590,35,39,35,4,0
47,9,17647,9,7,5,750,9,10,9,0,0
47,9,NA,8,7,4,684,8,10,8,0,0
47,9,1148,11,3,7,810,11,12,11,0,0
47,9,NA,13,7,2,2133,13,11,13,0,0
47,12,NA,29,20,8,4167,33,33,33,4,0
47,10,NA,7,7,3,618,7,10,7,0,0
47,9,NA,17,7,10,1182,17,11,17,0,0
47,11,NA,61,46,14,6679,69,68,69,8,0
47,10,NA,14,1,3,2133,20,18,20,6,0
47,10,NA,34,0,5,4084,42,37,42,8,0
47,11,NA,15,1,7,1552,21,20,21,6,0
47,9,NA,31,0,6,3312,35,38,35,4,0
47,8,479,31,7,8,3007,35,29,35,4,0
47,11,10804,4,2,4,296,6,9,6,2,0
47,9,NA,55,45,5,6240,63,64,63,8,0
47,9,14889,9,1,2,1180,13,15,13,4,0
47,10,9527,23,2,4,2112,29,31,29,6,0
47,11,NA,24,19,2,3538,30,33,30,6,0
47,8,NA,55,47,6,7049,65,64,65,10,0
47,10,NA,33,3,6,2457,35,36,35,2,0
47,8,NA,76,3,7,5283,78,100,78,2,0
47,8,NA,7,0,2,729,9,10,9,2,0
47,9,6748,33,2,8,3759,39,27,39,6,0
47,9,44446,0,0,0,0,0,0,0,0,0
47,9,675,0,0,0,0,0,0,0,0,0
47,9,193,0,0,0,0,0,0,0,0,0
47,11,1819,0,0,0,0,0,0,0,0,0
48,10,345,17,5,10,1320,19,21,19,2,1
48,11,640,23,1,4,2912,31,25,31,8,1
48,10,2516,22,0,2,3448,28,24,28,6,1
48,11,2516,24,0,2,4041,30,25,30,6,1
48,14,NA,48,0,1,3450,50,51,50,2,1
48,9,324,0,0,0,0,0,0,0,0,0
48,10,67135,0,0,0,0,0,0,0,0,0
48,11,NA,0,0,0,0,0,0,0,0,0
48,9,NA,0,0,0,0,0,0,0,0,0
48,11,4699,0,0,0,0,0,0,0,0,0
48,11,NA,0,0,0,0,0,0,0,0,0
48,8,324,0,0,0,0,0,0,0,0,0
48,9,16333,0,0,0,0,0,0,0,0,0
48,9,1819,33,27,2,6235,41,40,41,8,0
48,10,NA,0,0,0,0,0,0,0,0,0
48,11,288,0,0,0,0,0,0,0,0,0
48,8,324,0,0,0,0,0,0,0,0,0
48,8,299,7,7,3,618,7,10,7,0,0
48,9,13913,10,3,3,1224,16,15,16,6,0
48,9,324,7,7,3,618,7,9,7,0,0
48,9,NA,5,3,2,498,5,8,5,0,0
48,9,39,25,4,8,2313,29,29,29,4,0
48,9,333,5,3,3,498,5,8,5,0,0
48,11,NA,8,7,6,684,8,11,8,0,0
48,11,1819,44,31,4,6925,52,43,52,8,0
48,9,6748,24,2,5,3179,30,29,30,6,0
48,7,38123,47,10,6,4576,55,52,55,8,0
48,8,NA,26,12,10,3878,30,33,30,4,0
48,11,1371,26,2,8,2873,34,37,34,8,0
48,10,58,24,6,12,2634,28,26,28,4,0
48,9,46579,113,0,3,7746,117,134,117,4,0
48,10,NA,0,0,0,0,0,0,0,0,0
48,8,324,0,0,0,0,0,0,0,0,0
48,11,NA,0,0,0,0,0,0,0,0,0
49,12,528,17,1,6,1661,23,19,23,6,1
49,12,2211,12,8,1,2037,16,16,16,4,1
49,13,NA,18,0,3,1643,22,25,22,4,1
49,12,4877,8,0,2,811,10,11,10,2,1
49,13,NA,50,0,2,3571,52,55,52,2,1
49,7,NA,0,0,0,0,0,0,0,0,0
49,9,959,0,0,0,0,0,0,0,0,0
49,9,324,0,0,0,0,0,0,0,0,0
49,10,19361,0,0,0,0,0,0,0,0,0
49,11,1819,0,0,0,0,0,0,0,0,0
49,9,475,14,0,1,1205,16,18,16,2,0
49,9,783,0,0,0,0,0,0,0,0,0
49,10,1148,9,0,2,851,11,9,11,2,0
49,11,NA,25,6,11,1662,25,12,25,0,0
49,9,NA,12,3,4,864,12,6,12,0,0
49,10,NA,15,6,8,1122,15,11,15,0,0
49,12,506,22,19,7,1476,22,18,22,0,0
49,9,NA,18,15,2,2736,18,13,18,0,0
49,9,5005,3,3,1,366,3,5,3,0,0
49,10,NA,9,5,6,738,9,15,9,0,0
49,7,2367,6,3,3,552,6,7,6,0,0
49,9,NA,5,4,2,486,5,6,5,0,0
49,9,NA,3,3,1,366,3,4,3,0,0
49,9,2119,2,2,1,276,2,3,2,0,0
49,9,128,5,4,3,474,5,8,5,0,0
49,11,NA,31,24,8,4739,37,37,37,6,0
49,9,162,19,6,9,1720,25,27,25,6,0
49,10,66441,14,1,3,1567,18,20,18,4,0
49,12,640,32,16,6,4464,40,39,40,8,0
49,9,44393,8,0,5,516,8,2,8,0,0
49,10,6881,26,0,7,2270,30,24,30,4,0
49,10,NA,51,46,3,5413,57,61,57,6,0
49,10,1505,43,11,15,5371,49,46,49,6,0
49,11,1368,0,0,0,0,0,2,0,0,0
49,10,NA,0,0,0,0,0,0,0,0,0
49,10,NA,0,0,0,0,0,0,0,0,0
49,9,NA,0,0,0,0,0,0,0,0,0
49,10,236,21,7,2,2681,27,26,27,6,0
49,9,101,0,0,0,0,0,0,0,0,0
50,13,NA,47,0,1,3386,51,53,51,4,1
50,11,640,20,1,4,2330,28,24,28,8,1
50,11,1108,7,0,2,746,9,11,9,2,1
50,12,1819,0,0,0,0,0,0,0,0,0
50,9,43996,0,0,0,0,0,0,0,0,0
50,10,13076,0,0,0,0,0,0,0,0,0
50,10,6953,0,0,0,0,0,0,0,0,0
50,10,NA,64,49,12,7487,74,84,74,10,0
50,9,NA,5,3,3,498,5,6,5,0,0
50,9,3071,8,6,4,696,8,10,8,0,0
50,10,243,13,8,2,2382,17,20,17,4,0
50,10,NA,94,3,8,6904,98,103,98,4,0
50,11,1819,33,27,5,5203,41,44,41,8,0
50,10,NA,80,3,5,8291,88,93,88,8,0
50,11,324,25,1,6,2829,29,28,29,4,0
50,11,2797,35,0,4,2949,39,43,39,4,0
50,12,NA,17,0,5,1570,21,21,21,4,0
50,11,NA,34,25,9,3787,42,42,42,8,0
50,9,1189,22,4,12,1960,28,23,28,6,0
50,9,24971,7,0,2,995,11,12,11,4,0
50,10,413,10,0,4,926,14,13,14,4,0
50,9,5316,57,4,6,6820,59,61,59,2,0
50,11,435494,226,6,6,15162,228,284,228,2,0
50,14,NA,20,2,5,1849,26,22,26,6,0
50,9,324,0,0,0,0,0,0,0,0,0
50,11,1208,0,0,0,0,0,0,0,0,0
50,9,1149,0,0,0,0,0,0,0,0,0
50,10,NA,0,0,0,0,0,0,0,0,0
50,10,1970,0,0,0,0,0,0,0,0,0
50,10,324,0,0,0,0,0,0,0,0,0
50,9,324,0,0,0,0,0,0,0,0,0
51,14,NA,46,0,1,3321,48,49,48,2,1
51,14,NA,14,4,6,888,14,6,14,0,1
51,10,NA,0,0,0,0,0,0,0,0,0
51,10,324,0,0,0,0,0,0,0,0,0
51,10,NA,0,0,0,0,0,0,0,0,0
51,8,25866,0,0,0,0,0,0,0,0,0
51,10,6130,0,0,0,0,0,0,0,0,0
51,9,NA,0,0,0,0,0,0,0,0,0
51,10,231,7,1,2,769,9,10,9,2,0
51,9,10333,7,3,2,582,7,5,7,0,0
51,10,9890,9,6,7,762,9,10,9,0,0
51,9,6748,17,8,6,1278,17,10,17,0,0
51,12,1819,28,13,12,1872,28,19,28,0,0
51,8,162,4,2,3,396,4,3,4,0,0
51,10,324,5,3,2,498,5,4,5,0,0
51,11,324,22,6,8,1651,24,17,24,2,0
51,10,NA,39,3,8,3637,45,37,45,6,0
51,11,58090,2,0,1,132,2,2,2,0,0
51,10,NA,35,22,11,4677,41,33,41,6,0
51,11,NA,28,16,12,3227,32,31,32,4,0
51,9,15302,0,0,0,0,0,0,0,0,0
51,11,239,0,0,0,0,0,0,0,0,0
51,9,NA,0,0,0,0,0,0,0,0,0
51,8,57,0,0,0,0,0,0,0,0,0
51,11,557,0,0,0,0,0,0,0,0,0
52,14,NA,41,0,1,2992,43,44,43,2,1
52,12,13650,16,1,5,1609,22,20,22,6,1
52,14,NA,14,1,8,1151,18,15,18,4,1
52,9,NA,0,0,0,0,0,0,0,0,0
52,12,NA,0,0,0,0,0,0,0,0,0
52,10,17302,0,0,0,0,0,0,0,0,0
52,10,5315,0,0,0,0,0,0,0,0,0
52,10,1516,0,0,0,0,0,0,0,0,0
52,11,NA,0,0,0,0,0,0,0,0,0
52,12,NA,0,0,0,0,0,0,0,0,0
52,10,NA,0,0,0,0,0,0,0,0,0
52,10,3529,0,0,0,0,0,0,0,0,0
52,12,NA,0,0,0,0,0,0,0,0,0
52,11,8105,13,0,3,1428,17,11,17,4,0
52,10,1235,4,3,2,432,4,6,4,0,0
52,9,11,6,3,3,564,6,7,6,0,0
52,10,NA,5,3,3,486,5,7,5,0,0
52,9,9662,22,8,7,1628,26,25,26,4,0
52,9,44313,4,4,1,420,4,5,4,0,0
52,10,257,4,3,2,420,4,7,4,0,0
52,11,NA,3,3,1,366,3,4,3,0,0
52,11,NA,60,4,5,4466,62,63,62,2,0
52,9,NA,10,2,6,1197,14,17,14,4,0
52,10,17167,10,1,4,1257,14,15,14,4,0
52,10,NA,51,35,10,5314,57,62,57,6,0
52,8,NA,25,4,7,1682,29,30,29,4,0
52,11,NA,21,0,8,2221,25,26,25,4,0
52,11,0,19,0,4,1538,23,8,23,4,0
52,11,14863,16,2,3,1364,18,23,18,2,0
52,10,257,29,25,1,4765,37,34,37,8,0
52,10,5443,0,0,0,0,0,0,0,0,0
52,9,28239,51,1,10,4049,55,58,55,4,0
52,8,NA,0,0,0,0,0,0,0,0,0
52,10,NA,0,0,0,0,0,0,0,0,0
52,11,NA,0,0,0,0,0,0,0,0,0
52,11,9801,0,0,0,0,0,0,0,0,0
53,12,242,8,0,1,1156,10,10,10,2,1
53,11,NA,0,0,0,0,0,0,0,0,0
53,10,NA,0,0,0,0,0,0,0,0,0
53,8,11158,0,0,0,0,0,0,0,0,0
53,10,NA,0,0,0,0,0,0,0,0,0
53,12,NA,0,0,0,0,0,0,0,0,0
53,11,NA,0,0,0,0,0,0,0,0,0
53,10,22897,9,5,7,762,9,10,9,0,0
53,11,8466,26,8,11,1668,26,13,26,0,0
53,10,NA,7,6,2,798,7,8,7,0,0
53,9,2023,12,3,3,960,12,16,12,0,0
53,7,NA,12,6,7,1017,18,17,18,6,0
53,12,211,15,2,5,1944,21,21,21,6,0
53,12,359174,15,4,3,2232,19,22,19,4,0
53,9,324,0,0,0,0,0,0,0,0,0
53,10,324,0,0,0,0,0,0,0,0,0
53,11,NA,16,3,8,1277,20,19,20,4,0
53,12,NA,0,0,0,0,0,0,0,0,0
53,9,20309,0,0,0,0,0,0,0,0,0
54,11,228,5,0,2,582,9,9,9,4,1
54,11,17140,29,1,7,4558,31,37,31,2,1
54,11,7849,0,0,0,0,0,0,0,0,0
54,12,NA,0,0,0,0,0,0,0,0,0
54,9,341,0,0,0,0,0,0,0,0,0
54,12,2503,0,0,0,0,0,0,0,0,0
54,9,324,0,0,0,0,0,0,0,0,0
54,12,NA,0,0,0,0,0,0,0,0,0
54,8,11,0,0,0,0,0,0,0,0,0
54,11,NA,0,0,0,0,0,0,0,0,0
54,9,3020,34,7,6,2881,38,33,38,4,0
54,12,NA,5,5,2,474,5,8,5,0,0
54,12,NA,11,7,2,1166,11,7,11,0,0
54,10,NA,3,3,1,366,3,3,3,0,0
54,12,NA,12,9,6,900,12,10,12,0,0
54,10,18952,1194,12,8,99843,1198,1284,1198,4,0
54,9,NA,58,39,7,5998,64,48,64,6,0
54,10,NA,37,0,5,7178,43,41,43,6,0
54,10,5438,40,9,9,4562,44,44,44,4,0
54,12,NA,29,0,2,2903,37,37,37,8,0
54,9,193,4,1,3,280,6,7,6,2,0
54,9,324,34,2,5,5325,40,44,40,6,0
54,11,26,20,11,6,3025,26,25,26,6,0
54,10,NA,12,7,1,2036,16,17,16,4,0
54,10,20518,43,38,5,5591,51,56,51,8,0
54,12,1682,12,1,5,1404,16,17,16,4,0
54,11,9208,0,0,0,0,0,0,0,0,0
54,12,324,0,0,0,0,0,0,0,0,0
54,11,NA,0,0,0,0,0,0,0,0,0
55,12,NA,52,0,1,3721,54,57,54,2,1
55,12,NA,26,12,3,3229,34,32,34,8,1
55,10,14953,0,0,0,0,0,0,0,0,0
55,9,2080,0,0,0,0,0,0,0,0,0
55,12,NA,0,0,0,0,0,0,0,0,0
55,10,12275,0,0,0,0,0,0,0,0,0
55,11,NA,0,0,0,0,0,0,0,0,0
55,10,NA,0,0,0,0,0,0,0,0,0
55,12,NA,0,0,0,0,0,0,0,0,0
55,9,NA,0,0,0,0,0,0,0,0,0
55,10,NA,0,0,0,0,0,0,0,0,0
55,12,66702,0,0,0,0,0,0,0,0,0
55,8,NA,24,3,9,1715,26,31,26,2,0
55,11,NA,42,36,2,6128,50,50,50,8,0
55,12,NA,21,3,13,1458,21,4,21,0,0
55,9,NA,8,3,3,696,8,5,8,0,0
55,10,13898,31,3,5,3590,35,40,35,4,0
55,10,44324,4,3,2,432,4,4,4,0,0
55,12,NA,13,4,7,1074,13,5,13,0,0
55,10,NA,11,5,7,882,11,10,11,0,0
55,12,NA,36,27,7,4405,42,47,42,6,0
55,10,NA,46,38,3,5666,54,67,54,8,0
55,10,NA,27,18,4,3101,31,30,31,4,0
55,9,NA,56,52,4,7621,66,74,66,10,0
55,9,NA,42,30,9,4861,48,44,48,6,0
55,9,NA,33,29,1,5665,43,36,43,10,0
55,11,NA,48,39,11,5137,55,61,55,6,0
55,10,20474,0,0,0,0,0,0,0,0,0
55,12,1819,0,0,0,0,0,0,0,0,0
55,10,40179,0,0,0,0,0,0,0,0,0
55,11,324,0,0,0,0,0,0,0,0,0
56,11,NA,7,0,2,752,9,9,9,2,1
56,8,257,0,0,0,0,0,2,0,0,0
56,12,25471,0,0,0,0,0,0,0,0,0
56,11,7215,0,0,0,0,0,0,0,0,0
56,11,0,0,0,0,0,0,0,0,0,0
56,12,1819,0,0,0,0,0,0,0,0,0
56,9,965,0,0,0,0,0,0,0,0,0
56,10,NA,0,0,0,0,0,0,0,0,0
56,12,3042,0,0,0,0,0,0,0,0,0
56,10,324,0,0,0,0,0,0,0,0,0
56,11,8741,0,0,0,0,0,0,0,0,0
56,10,NA,4,3,2,432,4,5,4,0,0
56,10,14672,11,3,5,870,11,5,11,0,0
56,9,NA,57,51,3,8171,69,59,69,12,0
56,11,229,5,5,3,450,5,7,5,0,0
56,9,NA,26,18,7,3928,32,27,32,6,0
56,11,324,20,2,7,1876,26,17,26,6,0
56,11,189,25,13,7,2910,31,30,31,6,0
56,9,324,12,3,7,1080,14,14,14,2,0
56,9,NA,15,2,5,1944,21,21,21,6,0
56,12,NA,10,4,4,944,14,15,14,4,0
56,13,67283,37,3,5,3050,43,44,43,6,0
56,12,1523,35,11,3,6351,43,46,43,8,0
56,10,324,18,13,2,3354,24,18,24,6,0
56,12,NA,8,3,3,847,16,18,16,8,0
56,9,1264,0,0,0,0,0,0,0,0,0
56,9,225,0,0,0,0,0,0,0,0,0
